county,precinct,office,district,party,candidate,absentee,polling,votes
Chickasaw,Bradford,U.S. Senate,,Republican Party,Joni Ernst,179.0,314.0,493.0
Chickasaw,Chickasaw,U.S. Senate,,Republican Party,Joni Ernst,38.0,39.0,77.0
Chickasaw,City of New Hampton Ward Four,U.S. Senate,,Republican Party,Joni Ernst,96.0,104.0,200.0
Chickasaw,City of New Hampton Ward One,U.S. Senate,,Republican Party,Joni Ernst,62.0,72.0,134.0
Chickasaw,City of New Hampton Ward Three,U.S. Senate,,Republican Party,Joni Ernst,84.0,113.0,197.0
Chickasaw,City of New Hampton Ward Two,U.S. Senate,,Republican Party,Joni Ernst,54.0,74.0,128.0
Chickasaw,Dayton-Richland,U.S. Senate,,Republican Party,Joni Ernst,81.0,105.0,186.0
Chickasaw,Deerfield-Washington 2,U.S. Senate,,Republican Party,Joni Ernst,65.0,98.0,163.0
Chickasaw,Dresden-Fredericksburg,U.S. Senate,,Republican Party,Joni Ernst,100.0,283.0,383.0
Chickasaw,Jacksonville-Utica,U.S. Senate,,Republican Party,Joni Ernst,67.0,96.0,163.0
Chickasaw,New Hampton Rural,U.S. Senate,,Republican Party,Joni Ernst,101.0,115.0,216.0
Chickasaw,Stapleton,U.S. Senate,,Republican Party,Joni Ernst,90.0,131.0,221.0
Chickasaw,Washington 1 Township,U.S. Senate,,Republican Party,Joni Ernst,15.0,47.0,62.0
Chickasaw,,U.S. Senate,,Republican Party,Joni Ernst,,,2623.0
Clarke,Middle Precinct,U.S. Senate,,Republican Party,Joni Ernst,119.0,168.0,287.0
Clarke,Murray Precinct,U.S. Senate,,Republican Party,Joni Ernst,65.0,237.0,302.0
Clarke,North East Precinct,U.S. Senate,,Republican Party,Joni Ernst,190.0,214.0,404.0
Clarke,Osceola 1st Ward Precinct,U.S. Senate,,Republican Party,Joni Ernst,91.0,138.0,229.0
Clarke,Osceola 2nd Ward Precinct,U.S. Senate,,Republican Party,Joni Ernst,63.0,116.0,179.0
Clarke,Osceola 3rd Ward Precinct,U.S. Senate,,Republican Party,Joni Ernst,129.0,199.0,328.0
Clarke,Woodburn Precinct,U.S. Senate,,Republican Party,Joni Ernst,29.0,107.0,136.0
Clarke,,U.S. Senate,,Republican Party,Joni Ernst,,,1865.0
Clay,Douglas-Peterson,U.S. Senate,,Republican Party,Joni Ernst,57.0,144.0,201.0
Clay,Garfield-Herdland,U.S. Senate,,Republican Party,Joni Ernst,29.0,96.0,125.0
Clay,Lake-Freeman,U.S. Senate,,Republican Party,Joni Ernst,27.0,77.0,104.0
Clay,Lincoln-Clay,U.S. Senate,,Republican Party,Joni Ernst,39.0,166.0,205.0
Clay,Logan-Gillett Grove,U.S. Senate,,Republican Party,Joni Ernst,37.0,87.0,124.0
Clay,Spencer Ward 1,U.S. Senate,,Republican Party,Joni Ernst,135.0,188.0,323.0
Clay,Spencer Ward 2,U.S. Senate,,Republican Party,Joni Ernst,140.0,222.0,362.0
Clay,Spencer Ward 3,U.S. Senate,,Republican Party,Joni Ernst,185.0,298.0,483.0
Clay,Spencer Ward 4,U.S. Senate,,Republican Party,Joni Ernst,323.0,407.0,730.0
Clay,Spencer Ward 5,U.S. Senate,,Republican Party,Joni Ernst,249.0,265.0,514.0
Clay,Summit-Riverton-Sioux-Meadow,U.S. Senate,,Republican Party,Joni Ernst,125.0,229.0,354.0
Clayton,BOARDMAN-HIGHLAND,U.S. Senate,,Republican Party,Joni Ernst,165.0,279.0,444.0
Clayton,BUENA VISTA,U.S. Senate,,Republican Party,Joni Ernst,13.0,33.0,46.0
Clayton,CASS,U.S. Senate,,Republican Party,Joni Ernst,115.0,237.0,352.0
Clayton,CLAYTON-GARNAVILLO,U.S. Senate,,Republican Party,Joni Ernst,128.0,214.0,342.0
Clayton,COX CREEK-SPERRY,U.S. Senate,,Republican Party,Joni Ernst,72.0,134.0,206.0
Clayton,ELK-MALLORY-VOLGA,U.S. Senate,,Republican Party,Joni Ernst,94.0,138.0,232.0
Clayton,FARMERSBURG-WAGNER,U.S. Senate,,Republican Party,Joni Ernst,69.0,149.0,218.0
Clayton,GIARD-LUANA-MONONA,U.S. Senate,,Republican Party,Joni Ernst,182.0,351.0,533.0
Clayton,GRAND MEADOW,U.S. Senate,,Republican Party,Joni Ernst,49.0,69.0,118.0
Clayton,JEFFERSON-MILLVILLE,U.S. Senate,,Republican Party,Joni Ernst,255.0,414.0,669.0
Clayton,LODOMILLO,U.S. Senate,,Republican Party,Joni Ernst,46.0,104.0,150.0
Clayton,MARION,U.S. Senate,,Republican Party,Joni Ernst,23.0,77.0,100.0
Clayton,MENDON,U.S. Senate,,Republican Party,Joni Ernst,121.0,216.0,337.0
Clayton,READ,U.S. Senate,,Republican Party,Joni Ernst,17.0,46.0,63.0
Clayton,,U.S. Senate,,Republican Party,Joni Ernst,,,3810.0
Clay,Waterford-Lone Tree,U.S. Senate,,Republican Party,Joni Ernst,41.0,227.0,268.0
Clay,,U.S. Senate,,Republican Party,Joni Ernst,,,3793.0
Clinton,BLOOMFIELD BROOKFIELD DEL,U.S. Senate,,Republican Party,Joni Ernst,85.0,163.0,248.0
Clinton,CAMANCHE 1,U.S. Senate,,Republican Party,Joni Ernst,133.0,208.0,341.0
Clinton,CAMANCHE 2,U.S. Senate,,Republican Party,Joni Ernst,128.0,201.0,329.0
Clinton,CENTER TWP,U.S. Senate,,Republican Party,Joni Ernst,82.0,95.0,177.0
Clinton,CLINTON 1-1,U.S. Senate,,Republican Party,Joni Ernst,93.0,91.0,184.0
Clinton,CLINTON 1-2,U.S. Senate,,Republican Party,Joni Ernst,154.0,186.0,340.0
Clinton,CLINTON 2-1,U.S. Senate,,Republican Party,Joni Ernst,117.0,118.0,235.0
Clinton,CLINTON 2-2,U.S. Senate,,Republican Party,Joni Ernst,281.0,271.0,552.0
Clinton,CLINTON 3-1,U.S. Senate,,Republican Party,Joni Ernst,217.0,197.0,414.0
Clinton,CLINTON 3-2,U.S. Senate,,Republican Party,Joni Ernst,260.0,248.0,508.0
Clinton,CLINTON 4-1,U.S. Senate,,Republican Party,Joni Ernst,292.0,248.0,540.0
Clinton,CLINTON 4-2,U.S. Senate,,Republican Party,Joni Ernst,237.0,232.0,469.0
Clinton,DEEP CREEK GOOSE LAKE,U.S. Senate,,Republican Party,Joni Ernst,44.0,126.0,170.0
Clinton,DEWITT 1,U.S. Senate,,Republican Party,Joni Ernst,204.0,261.0,465.0
Clinton,DEWITT 2,U.S. Senate,,Republican Party,Joni Ernst,315.0,325.0,640.0
Clinton,DEWITT TWP,U.S. Senate,,Republican Party,Joni Ernst,198.0,246.0,444.0
Clinton,EDEN CAMANCHE TWP,U.S. Senate,,Republican Party,Joni Ernst,45.0,95.0,140.0
Clinton,ELK RIVER HAMPSHIRE ANDOV,U.S. Senate,,Republican Party,Joni Ernst,170.0,211.0,381.0
Clinton,LIBERTY TORONTO,U.S. Senate,,Republican Party,Joni Ernst,25.0,59.0,84.0
Clinton,LOW MOOR,U.S. Senate,,Republican Party,Joni Ernst,9.0,41.0,50.0
Clinton,OLIVE GRANT CALAMUS,U.S. Senate,,Republican Party,Joni Ernst,90.0,227.0,317.0
Clinton,ORANGE GRAND MOUND,U.S. Senate,,Republican Party,Joni Ernst,57.0,184.0,241.0
Clinton,SHARON LOST NATION,U.S. Senate,,Republican Party,Joni Ernst,40.0,128.0,168.0
Clinton,SPRING ROCK WHEATLAND,U.S. Senate,,Republican Party,Joni Ernst,78.0,153.0,231.0
Clinton,WATERFORD CHARLOTTE,U.S. Senate,,Republican Party,Joni Ernst,36.0,104.0,140.0
Clinton,WELTON WASHINGTON WELTON,U.S. Senate,,Republican Party,Joni Ernst,76.0,170.0,246.0
Clinton,,U.S. Senate,,Republican Party,Joni Ernst,,,8054.0
Crawford,Charter Oak,U.S. Senate,,Republican Party,Joni Ernst,69.0,182.0,251.0
Crawford,DCAB,U.S. Senate,,Republican Party,Joni Ernst,84.0,182.0,266.0
Crawford,Denison Ward 1,U.S. Senate,,Republican Party,Joni Ernst,146.0,188.0,334.0
Crawford,Denison Ward 2-Denison Twp,U.S. Senate,,Republican Party,Joni Ernst,139.0,194.0,333.0
Crawford,Denison Ward 3-Goodrich Twp,U.S. Senate,,Republican Party,Joni Ernst,229.0,310.0,539.0
Crawford,Northeast,U.S. Senate,,Republican Party,Joni Ernst,140.0,224.0,364.0
Crawford,Southeast,U.S. Senate,,Republican Party,Joni Ernst,188.0,240.0,428.0
Crawford,SRK,U.S. Senate,,Republican Party,Joni Ernst,136.0,238.0,374.0
Crawford,,U.S. Senate,,Republican Party,Joni Ernst,,,2889.0
Dallas,ADAMS,U.S. Senate,,Republican Party,Joni Ernst,164.0,283.0,447.0
Dallas,ADEL 1,U.S. Senate,,Republican Party,Joni Ernst,159.0,225.0,384.0
Dallas,ADEL 2,U.S. Senate,,Republican Party,Joni Ernst,197.0,332.0,529.0
Dallas,BEAVER / DES MOINES,U.S. Senate,,Republican Party,Joni Ernst,123.0,284.0,407.0
Dallas,CLIVE 5,U.S. Senate,,Republican Party,Joni Ernst,325.0,455.0,780.0
Dallas,CLIVE 6,U.S. Senate,,Republican Party,Joni Ernst,348.0,515.0,863.0
Dallas,COLFAX / ADEL,U.S. Senate,,Republican Party,Joni Ernst,174.0,253.0,427.0
Dallas,DESOTO,U.S. Senate,,Republican Party,Joni Ernst,38.0,113.0,151.0
Dallas,LINCOLN /WASHINGTON /LINN,U.S. Senate,,Republican Party,Joni Ernst,109.0,196.0,305.0
Dallas,PERRY 1,U.S. Senate,,Republican Party,Joni Ernst,89.0,195.0,284.0
Dallas,PERRY 2,U.S. Senate,,Republican Party,Joni Ernst,81.0,159.0,240.0
Dallas,PERRY 3,U.S. Senate,,Republican Party,Joni Ernst,67.0,166.0,233.0
Dallas,SPRING VALLEY / DALLAS,U.S. Senate,,Republican Party,Joni Ernst,70.0,131.0,201.0
Dallas,SUGAR GROVE / DALLAS CENTER,U.S. Senate,,Republican Party,Joni Ernst,170.0,467.0,637.0
Dallas,UNION,U.S. Senate,,Republican Party,Joni Ernst,133.0,341.0,474.0
Dallas,URBANDALE 13,U.S. Senate,,Republican Party,Joni Ernst,345.0,583.0,928.0
Dallas,URBANDALE 14,U.S. Senate,,Republican Party,Joni Ernst,502.0,432.0,934.0
Dallas,URBANDALE 15,U.S. Senate,,Republican Party,Joni Ernst,206.0,255.0,461.0
Dallas,VAN METER,U.S. Senate,,Republican Party,Joni Ernst,318.0,458.0,776.0
Dallas,WALNUT / GRIMES / GRANT,U.S. Senate,,Republican Party,Joni Ernst,184.0,411.0,595.0
Dallas,WAUKEE 1,U.S. Senate,,Republican Party,Joni Ernst,266.0,483.0,749.0
Dallas,WAUKEE 2,U.S. Senate,,Republican Party,Joni Ernst,114.0,220.0,334.0
Dallas,WAUKEE 3,U.S. Senate,,Republican Party,Joni Ernst,262.0,386.0,648.0
Dallas,WAUKEE 4,U.S. Senate,,Republican Party,Joni Ernst,360.0,526.0,886.0
Dallas,WAUKEE 5,U.S. Senate,,Republican Party,Joni Ernst,143.0,282.0,425.0
Dallas,WAUKEE 6,U.S. Senate,,Republican Party,Joni Ernst,207.0,352.0,559.0
Dallas,WEST DES MOINES 221,U.S. Senate,,Republican Party,Joni Ernst,326.0,437.0,763.0
Dallas,WEST DES MOINES 222,U.S. Senate,,Republican Party,Joni Ernst,228.0,313.0,541.0
Dallas,WEST DES MOINES 223,U.S. Senate,,Republican Party,Joni Ernst,175.0,331.0,506.0
Dallas,WEST DES MOINES 224,U.S. Senate,,Republican Party,Joni Ernst,48.0,65.0,113.0
Dallas,WEST DES MOINES 225,U.S. Senate,,Republican Party,Joni Ernst,256.0,371.0,627.0
Dallas,WEST DES MOINES 226,U.S. Senate,,Republican Party,Joni Ernst,127.0,216.0,343.0
Dallas,WEST DES MOINES 321,U.S. Senate,,Republican Party,Joni Ernst,129.0,174.0,303.0
Dallas,WEST DES MOINES 322,U.S. Senate,,Republican Party,Joni Ernst,189.0,163.0,352.0
Dallas,,U.S. Senate,,Republican Party,Joni Ernst,,,17205.0
Davis,Bloomfield Ward 1,U.S. Senate,,Republican Party,Joni Ernst,76.0,119.0,195.0
Davis,Bloomfield Ward 2,U.S. Senate,,Republican Party,Joni Ernst,61.0,98.0,159.0
Davis,Bloomfield Ward 3,U.S. Senate,,Republican Party,Joni Ernst,78.0,86.0,164.0
Davis,Central,U.S. Senate,,Republican Party,Joni Ernst,132.0,145.0,277.0
Davis,Northeast,U.S. Senate,,Republican Party,Joni Ernst,83.0,218.0,301.0
Davis,Northwest,U.S. Senate,,Republican Party,Joni Ernst,74.0,174.0,248.0
Davis,Southeast,U.S. Senate,,Republican Party,Joni Ernst,47.0,198.0,245.0
Davis,Southwest,U.S. Senate,,Republican Party,Joni Ernst,38.0,100.0,138.0
Davis,,U.S. Senate,,Republican Party,Joni Ernst,,,1727.0
Decatur,BL/FA/Lamoni,U.S. Senate,,Republican Party,Joni Ernst,82.0,281.0,363.0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,U.S. Senate,,Republican Party,Joni Ernst,48.0,130.0,178.0
Decatur,CE/ED/Leon,U.S. Senate,,Republican Party,Joni Ernst,130.0,311.0,441.0
Decatur,DE/Decatur City,U.S. Senate,,Republican Party,Joni Ernst,14.0,72.0,86.0
Decatur,FR/LC/Van Wert/Weldon,U.S. Senate,,Republican Party,Joni Ernst,31.0,125.0,156.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,U.S. Senate,,Republican Party,Joni Ernst,57.0,104.0,161.0
Decatur,GR/RL/Grand River,U.S. Senate,,Republican Party,Joni Ernst,21.0,90.0,111.0
Decatur,,U.S. Senate,,Republican Party,Joni Ernst,,,1496.0
Delaware,Adams/Hazel Green,U.S. Senate,,Republican Party,Joni Ernst,79.0,195.0,274.0
Delaware,Colony,U.S. Senate,,Republican Party,Joni Ernst,57.0,121.0,178.0
Delaware,Delaware,U.S. Senate,,Republican Party,Joni Ernst,148.0,164.0,312.0
Delaware,Delhi/Delaware Corp,U.S. Senate,,Republican Party,Joni Ernst,107.0,179.0,286.0
Delaware,Honey Creek/Elk,U.S. Senate,,Republican Party,Joni Ernst,102.0,236.0,338.0
Delaware,Manchester Ward 1,U.S. Senate,,Republican Party,Joni Ernst,129.0,154.0,283.0
Delaware,Manchester Ward 2,U.S. Senate,,Republican Party,Joni Ernst,162.0,227.0,389.0
Delaware,Manchester Ward 3,U.S. Senate,,Republican Party,Joni Ernst,129.0,218.0,347.0
Delaware,Milo/Prairie,U.S. Senate,,Republican Party,Joni Ernst,202.0,299.0,501.0
Delaware,Oneida/N Fork/Bremen,U.S. Senate,,Republican Party,Joni Ernst,255.0,384.0,639.0
Delaware,Richland/Coffins Grove,U.S. Senate,,Republican Party,Joni Ernst,72.0,172.0,244.0
Delaware,South Fork/Union,U.S. Senate,,Republican Party,Joni Ernst,74.0,187.0,261.0
Delaware,,U.S. Senate,,Republican Party,Joni Ernst,,,4052.0
Des Moines,PCT 1T,U.S. Senate,,Republican Party,Joni Ernst,248.0,401.0,649.0
Des Moines,PCT 2,U.S. Senate,,Republican Party,Joni Ernst,163.0,212.0,375.0
Des Moines,PCT 3,U.S. Senate,,Republican Party,Joni Ernst,106.0,228.0,334.0
Des Moines,PCT 4,U.S. Senate,,Republican Party,Joni Ernst,79.0,146.0,225.0
Des Moines,PCT 5,U.S. Senate,,Republican Party,Joni Ernst,185.0,229.0,414.0
Des Moines,PCT 6,U.S. Senate,,Republican Party,Joni Ernst,49.0,99.0,148.0
Des Moines,PCT 7,U.S. Senate,,Republican Party,Joni Ernst,139.0,257.0,396.0
Des Moines,PCT 8,U.S. Senate,,Republican Party,Joni Ernst,191.0,360.0,551.0
Des Moines,PCT 9,U.S. Senate,,Republican Party,Joni Ernst,183.0,276.0,459.0
Des Moines,PCT DM,U.S. Senate,,Republican Party,Joni Ernst,131.0,272.0,403.0
Des Moines,PCT FM,U.S. Senate,,Republican Party,Joni Ernst,254.0,264.0,518.0
Des Moines,PCT HJ,U.S. Senate,,Republican Party,Joni Ernst,122.0,204.0,326.0
Des Moines,PCT MY,U.S. Senate,,Republican Party,Joni Ernst,237.0,440.0,677.0
Des Moines,PCT PW,U.S. Senate,,Republican Party,Joni Ernst,62.0,143.0,205.0
Des Moines,PCT UNION,U.S. Senate,,Republican Party,Joni Ernst,91.0,104.0,195.0
Des Moines,PCT WB,U.S. Senate,,Republican Party,Joni Ernst,141.0,301.0,442.0
Des Moines,,U.S. Senate,,Republican Party,Joni Ernst,,,6317.0
Dickinson,Precinct No. 1,U.S. Senate,,Republican Party,Joni Ernst,73.0,247.0,320.0
Dickinson,Precinct No. 10-City-Wahpeton-W Okoboji,U.S. Senate,,Republican Party,Joni Ernst,163.0,123.0,286.0
Dickinson,Precinct No. 11,U.S. Senate,,Republican Party,Joni Ernst,179.0,157.0,336.0
Dickinson,Precinct No. 12,U.S. Senate,,Republican Party,Joni Ernst,135.0,122.0,257.0
Dickinson,Precinct No. 13,U.S. Senate,,Republican Party,Joni Ernst,115.0,209.0,324.0
Dickinson,Precinct No. 14,U.S. Senate,,Republican Party,Joni Ernst,109.0,68.0,177.0
Dickinson,Precinct No. 15,U.S. Senate,,Republican Party,Joni Ernst,233.0,386.0,619.0
Dickinson,Precinct No. 2,U.S. Senate,,Republican Party,Joni Ernst,199.0,156.0,355.0
Dickinson,Precinct No. 3,U.S. Senate,,Republican Party,Joni Ernst,186.0,171.0,357.0
Dickinson,Precinct No. 4,U.S. Senate,,Republican Party,Joni Ernst,23.0,76.0,99.0
Dickinson,Precinct No. 5,U.S. Senate,,Republican Party,Joni Ernst,190.0,272.0,462.0
Dickinson,Precinct No. 6,U.S. Senate,,Republican Party,Joni Ernst,25.0,84.0,109.0
Dickinson,Precinct No. 7,U.S. Senate,,Republican Party,Joni Ernst,17.0,26.0,43.0
Dickinson,Precinct No. 8,U.S. Senate,,Republican Party,Joni Ernst,207.0,544.0,751.0
Dickinson,Precinct No. 9,U.S. Senate,,Republican Party,Joni Ernst,21.0,42.0,63.0
Dickinson,,U.S. Senate,,Republican Party,Joni Ernst,,,4558.0
Dubuque,ARC Building,U.S. Senate,,Republican Party,Joni Ernst,147.0,163.0,310.0
Dubuque,Asbury Fire Station,U.S. Senate,,Republican Party,Joni Ernst,228.0,396.0,624.0
Dubuque,Beckman High School,U.S. Senate,,Republican Party,Joni Ernst,286.0,384.0,670.0
Dubuque,Bernard Fire Station,U.S. Senate,,Republican Party,Joni Ernst,32.0,86.0,118.0
Dubuque,Cascade City Hall,U.S. Senate,,Republican Party,Joni Ernst,130.0,337.0,467.0
Dubuque,Comiskey Park,U.S. Senate,,Republican Party,Joni Ernst,61.0,166.0,227.0
Dubuque,Dyersvill Social Center,U.S. Senate,,Republican Party,Joni Ernst,92.0,204.0,296.0
Dubuque,Election Annex,U.S. Senate,,Republican Party,Joni Ernst,50.0,67.0,117.0
Dubuque,Emmaus Bible School,U.S. Senate,,Republican Party,Joni Ernst,167.0,197.0,364.0
Dubuque,Epworth Council Chamber,U.S. Senate,,Republican Party,Joni Ernst,153.0,380.0,533.0
Dubuque,Farley Community Center,U.S. Senate,,Republican Party,Joni Ernst,78.0,153.0,231.0
Dubuque,Federal Building,U.S. Senate,,Republican Party,Joni Ernst,97.0,132.0,229.0
Dubuque,Fogarty Hall,U.S. Senate,,Republican Party,Joni Ernst,247.0,271.0,518.0
Dubuque,Holy Trinity Church,U.S. Senate,,Republican Party,Joni Ernst,95.0,201.0,296.0
Dubuque,Hope Church,U.S. Senate,,Republican Party,Joni Ernst,225.0,454.0,679.0
Dubuque,Journey Church,U.S. Senate,,Republican Party,Joni Ernst,307.0,378.0,685.0
Dubuque,Key West Fire,U.S. Senate,,Republican Party,Joni Ernst,245.0,432.0,677.0
Dubuque,Luxemburg City Hall,U.S. Senate,,Republican Party,Joni Ernst,294.0,354.0,648.0
Dubuque,Meadow Golf Course,U.S. Senate,,Republican Party,Joni Ernst,338.0,562.0,900.0
Dubuque,Peosta Community Center,U.S. Senate,,Republican Party,Joni Ernst,369.0,544.0,913.0
Dubuque,Rockdale Methodist Church,U.S. Senate,,Republican Party,Joni Ernst,335.0,376.0,711.0
Dubuque,Sacred Heart Church,U.S. Senate,,Republican Party,Joni Ernst,62.0,104.0,166.0
Dubuque,SS Peter &amp; Paul School,U.S. Senate,,Republican Party,Joni Ernst,263.0,361.0,624.0
Dubuque,St John's Church,U.S. Senate,,Republican Party,Joni Ernst,43.0,98.0,141.0
Dubuque,St. Francis Xavier Basement,U.S. Senate,,Republican Party,Joni Ernst,119.0,180.0,299.0
Dubuque,Summit Church,U.S. Senate,,Republican Party,Joni Ernst,239.0,367.0,606.0
Dubuque,Swiss Valley Nature Center,U.S. Senate,,Republican Party,Joni Ernst,267.0,356.0,623.0
Dubuque,Theisens,U.S. Senate,,Republican Party,Joni Ernst,386.0,373.0,759.0
Dubuque,Tri-State Blind Five,U.S. Senate,,Republican Party,Joni Ernst,237.0,360.0,597.0
Dubuque,Tri-State Blind Seven,U.S. Senate,,Republican Party,Joni Ernst,269.0,300.0,569.0
Dubuque,U.A.W. Local 94 Hall,U.S. Senate,,Republican Party,Joni Ernst,136.0,248.0,384.0
Dubuque,Westminster Church Nine,U.S. Senate,,Republican Party,Joni Ernst,171.0,201.0,372.0
Dubuque,Westminster Church Ten,U.S. Senate,,Republican Party,Joni Ernst,154.0,272.0,426.0
Dubuque,Windsor Park,U.S. Senate,,Republican Party,Joni Ernst,151.0,232.0,383.0
Dubuque,Y Building,U.S. Senate,,Republican Party,Joni Ernst,133.0,222.0,355.0
Dubuque,,U.S. Senate,,Republican Party,Joni Ernst,,,16517.0
Emmet,AG-IL-Armstrong,U.S. Senate,,Republican Party,Joni Ernst,76.0,238.0,314.0
Emmet,CN-SL-Gruver,U.S. Senate,,Republican Party,Joni Ernst,25.0,93.0,118.0
Emmet,DM-JC-Ringsted,U.S. Senate,,Republican Party,Joni Ernst,22.0,117.0,139.0
Emmet,EL-LN-Dolliver,U.S. Senate,,Republican Party,Joni Ernst,19.0,81.0,100.0
Emmet,Emmet-Estherville,U.S. Senate,,Republican Party,Joni Ernst,49.0,144.0,193.0
Emmet,Estherville Ward 1,U.S. Senate,,Republican Party,Joni Ernst,96.0,185.0,281.0
Emmet,Estherville Ward 2,U.S. Senate,,Republican Party,Joni Ernst,33.0,183.0,216.0
Emmet,Estherville Ward 3,U.S. Senate,,Republican Party,Joni Ernst,61.0,135.0,196.0
Emmet,Estherville Ward 4,U.S. Senate,,Republican Party,Joni Ernst,34.0,114.0,148.0
Emmet,Estherville Ward 5,U.S. Senate,,Republican Party,Joni Ernst,32.0,96.0,128.0
Emmet,HL-TM-Wallingford,U.S. Senate,,Republican Party,Joni Ernst,20.0,135.0,155.0
Emmet,,U.S. Senate,,Republican Party,Joni Ernst,,,1988.0
Fayette,AUBURN TWP,U.S. Senate,,Republican Party,Joni Ernst,43.0,91.0,134.0
Fayette,BANKS-FREMONT TWP,U.S. Senate,,Republican Party,Joni Ernst,63.0,172.0,235.0
Fayette,BETHEL-WINDSOR TWP,U.S. Senate,,Republican Party,Joni Ernst,73.0,165.0,238.0
Fayette,CENTER TWP,U.S. Senate,,Republican Party,Joni Ernst,20.0,68.0,88.0
Fayette,CLERMONT TWP,U.S. Senate,,Republican Party,Joni Ernst,83.0,151.0,234.0
Fayette,DOVER TWP,U.S. Senate,,Republican Party,Joni Ernst,58.0,111.0,169.0
Fayette,EDEN TWP,U.S. Senate,,Republican Party,Joni Ernst,34.0,92.0,126.0
Fayette,FAIRBANK INC,U.S. Senate,,Republican Party,Joni Ernst,18.0,42.0,60.0
Fayette,FAIRFIELD-PUTNAM TWP,U.S. Senate,,Republican Party,Joni Ernst,93.0,127.0,220.0
Fayette,HARLAN TWP,U.S. Senate,,Republican Party,Joni Ernst,56.0,108.0,164.0
Fayette,ILLYRIA TWP,U.S. Senate,,Republican Party,Joni Ernst,26.0,86.0,112.0
Fayette,JEFFERSON TWP,U.S. Senate,,Republican Party,Joni Ernst,37.0,86.0,123.0
Fayette,OELWEIN - WARD 1,U.S. Senate,,Republican Party,Joni Ernst,83.0,179.0,262.0
Fayette,OELWEIN - WARD 2,U.S. Senate,,Republican Party,Joni Ernst,43.0,110.0,153.0
Fayette,OELWEIN - WARD 3,U.S. Senate,,Republican Party,Joni Ernst,35.0,106.0,141.0
Fayette,OELWEIN - WARD 4,U.S. Senate,,Republican Party,Joni Ernst,131.0,152.0,283.0
Fayette,ORAN TWP,U.S. Senate,,Republican Party,Joni Ernst,27.0,80.0,107.0
Fayette,PLEASANT VALLEY TWP,U.S. Senate,,Republican Party,Joni Ernst,63.0,164.0,227.0
Fayette,SCOTT TWP,U.S. Senate,,Republican Party,Joni Ernst,36.0,38.0,74.0
Fayette,SMITHFIELD TWP,U.S. Senate,,Republican Party,Joni Ernst,37.0,34.0,71.0
Fayette,UNION TWP,U.S. Senate,,Republican Party,Joni Ernst,49.0,70.0,119.0
Fayette,WEST UNION - WARD 1,U.S. Senate,,Republican Party,Joni Ernst,101.0,109.0,210.0
Fayette,WEST UNION - WARD 2,U.S. Senate,,Republican Party,Joni Ernst,57.0,77.0,134.0
Fayette,WEST UNION - WARD 3,U.S. Senate,,Republican Party,Joni Ernst,60.0,88.0,148.0
Fayette,WESTFIELD TWP,U.S. Senate,,Republican Party,Joni Ernst,71.0,151.0,222.0
Fayette,,U.S. Senate,,Republican Party,Joni Ernst,,,4054.0
Floyd,Charles City Corp/CC1,U.S. Senate,,Republican Party,Joni Ernst,138.0,194.0,332.0
Floyd,Charles City Corp/CC2,U.S. Senate,,Republican Party,Joni Ernst,155.0,275.0,430.0
Floyd,Charles City Corp/CC3,U.S. Senate,,Republican Party,Joni Ernst,113.0,196.0,309.0
Floyd,Floyd-Cedar-Niles,U.S. Senate,,Republican Party,Joni Ernst,85.0,244.0,329.0
Floyd,Rock Grove-Rudd,U.S. Senate,,Republican Party,Joni Ernst,99.0,257.0,356.0
Floyd,Rockford-Ulster,U.S. Senate,,Republican Party,Joni Ernst,81.0,204.0,285.0
Floyd,Scott-Union-Pleasant Grove,U.S. Senate,,Republican Party,Joni Ernst,65.0,136.0,201.0
Floyd,St Charles-Riverton,U.S. Senate,,Republican Party,Joni Ernst,195.0,290.0,485.0
Floyd,,U.S. Senate,,Republican Party,Joni Ernst,,,2727.0
Franklin,GENEVA/ INGHAM/ EAST MOTT,U.S. Senate,,Republican Party,Joni Ernst,56.0,136.0,192.0
Franklin,GRANT/ OSCEOLA,U.S. Senate,,Republican Party,Joni Ernst,54.0,102.0,156.0
Franklin,HAMILTON/ LEE/ REEVE,U.S. Senate,,Republican Party,Joni Ernst,75.0,116.0,191.0
Franklin,HAMPTON 1,U.S. Senate,,Republican Party,Joni Ernst,43.0,98.0,141.0
Franklin,HAMPTON 2,U.S. Senate,,Republican Party,Joni Ernst,78.0,175.0,253.0
Franklin,HAMPTON 3,U.S. Senate,,Republican Party,Joni Ernst,119.0,155.0,274.0
